,Emotion,Sentence
867,Enjoyment,lấy ống hút mỗi đứa cắm xuống mà hút thôi :))
854,Other,có ý định nhai hết hộp kẹo điểm danh đi 😌😌
302,Other,nam thần tự do
827,Enjoyment,chúng ta mất 3s để nói yêu nhau vài 30p để phịch nhau phải không nào
1402,Disgust,ông thầy cục súc vãi lol
1469,Sadness,vâng em gặp anh rồi mà giờ đây em vẫn cô đơn đi lang thang tìm những thứ vô nghĩa lấp vào nỗi cô đơn ấy
1623,Enjoyment,câu chuyện y ́ nghi ̃ anh qua ́
988,Enjoyment,ngày xưa mìh cũng thế . dume thấy mấy ông đứng đầu đường nhòm nhòm cũng phải lượn qua cái :))
1170,Sadness,đúng là vàng trắng .. nhưng mà trắng tay :(((
595,Anger,"m ngon m giết tao luôn đi , má mày"
838,Sadness,lâu quá rồi mới nghe lại bài này . từ lúc ctay mối tình đầu :((
907,Sadness,khổ tâm ghê =))
963,Enjoyment,những điều đơn giản nhưng thật hạnh phúc 😘
1215,Sadness,cũng muốn đi xem lắm 😭
1406,Other,"kết hôn xong , anh thuê người giết cô để lấy tiền bảo hiểm 😌"
1067,Enjoyment,gia đình ổn tình yêu không có thì cần gì động lực ... kaka
990,Enjoyment,anh tây này đáng yêu chết được cứ tiếng tuy hoà phú yên ma học đi nhá ☺️☺️
1856,Disgust,con mèo cục xúc nhất năm :3
287,Enjoyment,xem phim cười gần chết . mà thích cái bạn ma nữ hơn là na bong
1076,Sadness,đằng này họ nghĩ tao muốn giết người rồi chửi tao bị thần kinh rồi cho trôi qua mọi chuyện
478,Anger,chờ mãi đéo thấy làm gì chán
941,Enjoyment,ngồi cười như dại =)))
245,Anger,"chó đẻ , khốn nạn vậy mà cũng đi rao giảng đạo đức , đi dạy người khác 😭😭😭😭"
198,Fear,đm nhậu say gặp cái cầu lol này chắc tao nằm xuống mẹ cho rồi per
856,Other,"nắng nóng bỏ moẹ , dội chút cho mát thôi mà"
582,Other,phải biết thiên thời địa lợi nhân hòa 😐😐
680,Disgust,per mẹ copy đây làm bố tưởng nay mày hiểu đời văn chương hơn
380,Disgust,thân thiện thôi mà cứ ảo tưởng được thích à ? :>>
64,Disgust,bọn chưa tiến hoá hết này ... cặn bã
629,Sadness,per mày này . nhưng mà lúc già sắp chết 😕
1715,Surprise,vl :)) còn đút tay túi áo ??
655,Sadness,"thôi không níu giữ kí ức xa vời , và chẳng bao giờ thuộc về nơi em"
54,Disgust,chúng mày bị điên à 😒
602,Sadness,"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi"
822,Enjoyment,đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . kề dao vào cổ yêu không hả . gật đầu lia lịa thế là yêu 🤣🤣🤣🤣🤣🤣
167,Enjoyment,page bị hack rồi . video hay nhất mình từg xem
90,Other,"mưa rồi , chỗ tao đang mưa"
807,Other,per mày cũng có tình yêu từ nơi đây phải không ?
1079,Disgust,nhìn kinh 😌
159,Enjoyment,nhìn lại nhớ một thời oanh liệt nay còn đâu 😴 đề bao năm vẫn như vậy . vẫn thích nhất là câu 4 hình học 😊
122,Enjoyment,"mà hiệu quả bất ngờ quá , quá đỉnh ."
927,Other,ủa rồi ra nắm xe tải kéo ra như kéo xe đồ chơi dị ba
790,Sadness,từ bé đến giờ mình chưa bao giờ xếp được 1 cái rubic nào thế mà cu nhóc kia xếp xong trong vài giây ! xấu hổ quá
1660,Surprise,quá kinh ngạc phá được mọi loại khóa luôn 😑😑😑
1139,Disgust,phòng gym nơi những thằng gay yêu nhau và thông đít nhau :v
1145,Enjoyment,mười mấy năm nữa tao cũng sẽ đạt kỉ lục thôi 😂😂😂
266,Enjoyment,anh thích em rồi đấy 😂
512,Other,thay đổi cái đau đầu luôn
410,Other,cũng chả biết tại sao luôn ...
138,Enjoyment,có cả chiêu của per trong đấu trường thú nè :)))
418,Sadness,đi chơi mẹ tao cũng không tha cho tao :) chửi tao làm mất buổi vui luôn á
820,Sadness,nhớ lúc trước tao cũng có học quyền và múa tứ linh đao bay thẳng vào trán . :)
732,Enjoyment,per đúng là hồi tđ vẫn một rổ cười mỗi ngày ha =))))
1248,Disgust,số tiền ấy làm phước cho bao nhiêu người . đúng la dư thừa
1296,Enjoyment,có đồng nghiệp đáng yêuc thì sếp có khó tánh mình vẫn cảm thấy vui rất nhiều . nhớ những ngày tháng đéo thèm tăng ca đi ăn bất chấp
28,Enjoyment,thế thì nó lại tốt quá
368,Other,má tao coi mà chóng mặt ... cầu này rồi dành cho chân ngắn như tao chắc
519,Enjoyment,mặt dày lại ôm cứng ngắt cho chị . 😆
571,Enjoyment,per bếp lò xo huyền thoại của ngoại hay nấu nè
1610,Enjoyment,muốn được đi một lần 😆😆😆
276,Anger,bo ̣ n na ̀ y cho đi tu ̀ hê ́ tao
1642,Surprise,thì ra nó là như này à
346,Other,đang họp nhớ gì không nhớ nhớ cái bếp
278,Enjoyment,hay cực
1596,Anger,dume tao vừa mất 2 phút nhãm nhất cuộc đời tao 😒😒😒
1353,Disgust,per hãy gặp nhau nói bằng mồm từ tỏ tình đến chia tay để không bị cap gửi cho hội chị em =))))))))
1132,Enjoyment,có sáng tạo :))
246,Other,khi bạn sai mà không muốn đền thì cách tốt nhất nên dọa đối thủ thật mạnh vào @@
448,Other,"tao thì đéo phân biệt đâu là gà đâu là vịt , đâu là nhãn đâu là vải . ????????"
445,Enjoyment,mắt 2 mí dễ thương quá
1698,Surprise,s mà nằm viện mà chị đẹp quá vậy
677,Sadness,huhu đéo muốn đi học đâu
299,Fear,thực ra chủ nó cũng bẩn vãi :) vầy quá kinh dị rồi :)
824,Other,hiểu lầm chút chút
630,Other,lại thanh niên quay phim khúc cuối ra hỏi chị ơi chị có sao không
1216,Enjoyment,hay à ngheng
1213,Sadness,ngày ấy chỉ vì quá ngu ngơ mà để lạc mất .
1888,Enjoyment,"giỏi mà 😁, đúng là thằng tây duy nhất ở vn học tiếng việt mà giọng tuy hoà ( giỏi )🤩"
914,Sadness,t thua cả đứa con nít nữa ám ảnh vãi
548,Anger,eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . ko ai bênh cái này đâu . ích kỉ nó vừa thôi
1028,Other,per bảo này mày không được đi chơi đêm nhé
733,Enjoyment,chủ như này lại chăm làm vãi =))
636,Anger,"ngày đéo nào cũng đòi người yêu , sinh nhật bác hồ hay quốc khánh cũng đéo thấy tha 😕"
1006,Enjoyment,móe . con nhện . cười đau cả ruột .
314,Enjoyment,coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v
832,Enjoyment,trai đẹp nó yêu nhâu hết rồi các chế ơi ... tranh thủ quơ được thằng nào quơ đi không thì hết đó kkkk
558,Enjoyment,dễ thương hết sức ??
1669,Surprise,ô ông này vẫn còn làm video à :v
1091,Enjoyment,bố mẹ cho ta đx tồn tại trên cuộc đời này biết nhận thức thì tự đi lên từ đôi tay của mình nhé 😘
1430,Disgust,anh chơi ác quá
1222,Sadness,phần còn lại là nỗi nhớ và những lần thở dài :((
1844,Anger,chắc tao đấm chết mẹ nó quá 😠😠
1324,Enjoyment,per mình đi xem phim này nha em ơi
899,Other,từ ngày ra trường là chưa về
566,Anger,"mọe , chúng mày có thôi đi không ? :)"
45,Disgust,bố khỉ chó chứ kphai người -.-
1558,Disgust,1 lũ hèn bỏ mẹ mấy đứa nó cũng thế
177,Other,per thay vì đọc chuyện ma thì mày có thể coi hết video này :))
445,Anger,cay vãi lồn
1876,Surprise,per wow 😂 cảnh bắt nhện kịch tính vãi
271,Fear,per đáng sợ quá
101,Other,"per lắp đi , chứ tốn tiền điện thoại lắm"
1890,Surprise,viện nào nhìn đẹp thế
1763,Disgust,định share cho mấy bạn trong list fr thêm động lực mà đọc bình luận xong đến tao còn thấy tụt mood 😌
81,Disgust,làm nghề không có tâm 🙂
138,Disgust,"xong vài tháng sau thằng bạn chung lớp chửi mình chảnh , bố đời ."
292,Disgust,việt nam học tây chỗ này đây trách gì giờ toàn cô trò rủ nhau vào nhà nghỉ
1834,Surprise,giọng nghe hay quá
1746,Surprise,có tiền mua cả cây nhỉ
503,Anger,những người nhập cho các chau ăn thịt bẩn đó họ có còn là con người nũa không ? vì tiền mà họ để lương tao bị cho cắm mất rồi . lũ khốn nạn
1319,Disgust,trước gầy giả gái xinh . giờ béo lên ông mặc cái váy như tra tấn cái váy .
945,Sadness,nghe lại mà nhớ những ngày tháng say đắm trong nỗi cô đơn
1718,Enjoyment,đáng yêu thế bà đẹp gê
53,Enjoyment,nhìn đẹp quá đi mất
448,Sadness,nhói lòng lớp tôi
584,Sadness,khổ thân em nó . ??
302,Fear,"sau khi kết hôn , anh sẽ thuê người giết cô để hưởng trọn tiền bảo hiểm 😌"
924,Other,giá mà thằng lái xe ngồi trong xe oto trông xe thì tốt biết mấy !
790,Other,dẻo phết ... nhưng mà cái gì dẻo quá cũng không tốt ...😄
1337,Enjoyment,"năm nào bố tao cũng đi , năm nào cũng về kể là đông quá cả tiếng mới nhích được 10m mà năm sau vẫn cứ đúng ngày bố tao lại đi vậy đó =))"
1901,Enjoyment,per câu chuyện này thú vị nhỉ ?
645,Disgust,"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước"
1389,Enjoyment,cưng hết phần thiên hạ
1403,Enjoyment,cười vui vãi
412,Other,có mà ngược lại ... thời thế thay đổi rồi
318,Other,tài sản thời bao cấp ...
736,Other,tưởng tượng như vừa lắp não thì lại rớt ... đại loại như vậy đó 🤣🤣🤣
1816,Enjoyment,hay lắm chàng trai trẻ
1070,Other,nhưng những người làm trong các ngành này không mấy ai có nhiều nhà to và nhiều đất đai
1865,Surprise,ăn gì khôn thế
1265,Anger,tiên sư bố mày vỡ màn hình tao rồu
325,Enjoyment,áo xinh thế .. cho tớ mượn đi tiệc nhé !
1921,Enjoyment,per hả dạ ghê mày !
567,Sadness,mày làm tao buồn đó per ??
667,Other,ai cho xin bài nhạc helo đi :))
1884,Enjoyment,giá như nơi nào cũng có 1 đội như vậy thì những người đi khuya xe hư đỡ khổ biết bao . thật là hành động đáng chia sẻ
1110,Sadness,chuẩn bị kiểm tra hình huhu :((
349,Enjoyment,em vẫn nhớ cái bếp này kkk
282,Anger,bọn này phải cho nó thưởng thức dống như nó đã làm với cây bao nhiêu cây thì bấy nhiêu mũi
1925,Surprise,7 năm rồi . nhanh quá
1069,Sadness,rụng tim 😭
1776,Disgust,admin đăng mà không nghi nguồn ở đâu ra đúng là ăn cắp bản quyền
1683,Disgust,"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂"
1501,Disgust,chưa chi đã để thua từ hình ảnh này . thua
994,Sadness,một cái vẫy tay đầy luyến tiếc từ cuộc họp tới đất nước việt nam
872,Other,cũng đừng nghĩ là những người ân cần nhẹ nhàng với mày là tốt . xã hội bây giờ không tin bố con thằng nào được
1668,Enjoyment,mỉa mai cực mạnh =))
1111,Sadness,chưa bao giờ bắn trúng 😬
965,Other,trừ chết ra thì mọi chuyện đều có thể giải quyết 💪
1823,Enjoyment,🙂 thanh xuân của em đã từng có khoảng time tươi đẹp
1537,Anger,"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày"
1026,Enjoyment,mai tao cũng đi ship mới được . có bài này áp dụng luôn .
1937,Surprise,vũ khí sinh học này mạnh thật !
1187,Enjoyment,"chồng biết không , hihi"
251,Other,per vợ thích bếp ga mini hay loại bếp ga đôi nào 😂😂😂😂
855,Other,giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ
685,Other,"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mớii có lửa 😌"
146,Enjoyment,giờ mới biết =))
640,Other,per hôm nay tới lượt đứa nào nấu cơm
43,Anger,dm kiện cho đi tù chết mẹ đi
1277,Disgust,mặt con ngáo còn hiền hơn con đứng trên cây cột
1546,Sadness,chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(
645,Sadness,ng ta cuối cùng thì cũng được còn tôi thì never 😞
563,Enjoyment,dễ thương vãi =)))
1509,Disgust,cô chủ nhiệm óc chó quá
91,Disgust,mấy thằng vô học
961,Enjoyment,chuột nhìn thấy mèo sợ là đúng rồi =))
84,Enjoyment,hè về chỉ thích ăn cái này .
1343,Enjoyment,per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não
1910,Enjoyment,qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂
228,Other,chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??
192,Fear,"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t"
860,Sadness,quá ý nghĩa . mình trẻ mà chắc gì làm được vậy
970,Disgust,"thôi , bớt bớt đi không có ngày lại thiệt thân , nguyên 1 cái vỉa hè rộng thênh thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo lực với nữ"
1183,Enjoyment,trời ơi . dễ thương quá luôn ❤️❤️
364,Other,cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂
854,Enjoyment,đcm ngôn tình vãiiii
1330,Sadness,rồi đất nước mình sẽ đi về đâu .:'(
1776,Other,thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn
1436,Sadness,"chịu hay không không quan trọng , quan trọng là không có ai lấy"
230,Other,"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời"
1357,Sadness,ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .
954,Disgust,dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái
19,Other,không thuộc kịch bản chuẩn mẹ rồi
975,Other,khi đời quá mệt mỏi . đi tìm 1 chút drama
859,Other,chỉ là nóng quá tắm cho mát thôi mà
1193,Enjoyment,cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người
644,Enjoyment,per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu
1255,Disgust,trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm
1599,Disgust,"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy"
